,Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence,Stream %,Danceability_Stream%,Valence_Stream%,Energy_Stream%
76,77,2002,Anne-Marie,7447419,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019,1,2BgEsaKNfHUdlh97KmvFyo,0.6970000000000001,0.6829999999999999,0.603,0.0001732534181408294,0.0001207576324441581,0.00010447181113892012,0.00011833208459018646
77,78,In My Feelings,Drake,7445971,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2019,1,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,0.35,0.00017321973251773393,0.0001446384766523078,6.062690638120687e-05,0.00010843555255610143
78,79,Reggaeton,J Balvin,7429241,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2019,1,6yVkakCN460KOVol9ZazjH,0.6940000000000001,0.7959999999999999,0.515,0.00017283053329509101,0.00011994439010679317,8.900772464697187e-05,0.00013757310450289244
79,80,Shape of You,Ed Sheeran,7372309,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,0.9309999999999999,0.00017150609276051203,0.00014149252652742242,0.0001596721723600367,0.00011182197247985385
80,81,Nonstop,Drake,7294497,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2019,1,0TlLq3lA83rQOYtrqBqSct,0.912,0.41200000000000003,0.423,0.00016969590926306491,0.00015476266924791522,7.178136961827645e-05,6.991471461638275e-05
81,82,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,7277513,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,2019,1,6mQLN3zRtAp6ovjusyYKrV,0.67,0.743,0.5710000000000001,0.00016930080109824917,0.00011343153673582696,9.66707574271003e-05,0.00012579049521599915
82,83,breathin,Ariana Grande,7232610,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2019,1,4OafepJy2teCjYJbvFE60J,0.568,0.6559999999999999,0.364,0.0001682561978290122,9.556952036687892e-05,6.124525600976043e-05,0.00011037606577583198
83,84,Say My Name,David Guetta,7057221,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,1,7H6ev70Weq6DdpZyyTmUXk,0.713,0.6779999999999999,0.7340000000000001,0.00016417602673157535,0.00011705750705961322,0.00012050520362097632,0.00011131134612400808
84,85,monster,21 Savage,7052322,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,2019,1,2UREu1Y8CO4jXkbvqAtP7g,0.64,0.9570000000000001,0.6920000000000001,0.00016406205859100586,0.00010499971749824375,0.00011353094454497607,0.00015700739007159262
85,86,Nights Like This (feat. Ty Dolla $ign),Kehlani,7037371,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,2019,1,6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,0.29100000000000004,0.00016371424522712455,9.986568958854597e-05,4.764084536109325e-05,0.0001186928277896653
86,87,Undecided,Chris Brown,7013119,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,2019,1,58oryymPZNdtS2z8Une6NJ,0.40700000000000003,0.612,0.488,0.00016315005756737942,6.640207342992343e-05,7.961722809288115e-05,9.98478352312362e-05
87,88,Te Vi,Piso 21,7003480,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019,1,059bcIhyc2SBwm6sw2AZzd,0.877,0.777,0.706,0.0001629258201909864,0.00014288594430749508,0.0001150256290548364,0.00012659336228839645
88,89,Believer,Imagine Dragons,6988224,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,1,0pqnGHJpmpxLKifKRmU6WP,0.7759999999999999,0.78,0.6659999999999999,0.00016257091144378734,0.00012615502728037897,0.00010827222702156235,0.00012680531092615414
89,90,Psycho (feat. Ty Dolla $ign),Post Malone,6940641,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019,1,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,0.45899999999999996,0.00016146396185556154,0.00012109797139167116,7.411195849170274e-05,9.041981863911447e-05
